APPCH:050,A,D07,TUVUR,D280G,UT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,A,D07,TUVUR,AFZAL,UT,P,C,EE  ,L,   ,CF,Y,TRZ,UT,D, ,      ,2536,0042,0730,0010, ,02000,     ,     ,-,205,    ,   , , , , , ,0, ,S;
APPCH:020,D,D07, ,AFZAL,UT,P,C,E  F, ,   ,IF, ,TRZ,UT,D, ,      ,2536,0042,    ,    , ,02000,     ,08000, ,   ,    ,   ,TRZ,UT,D, , ,0, ,S;
APPCH:030,D,D07, ,PEMHI,UT,P,C,E  M, ,   ,CF, ,TRZ,UT,D, ,      ,2536,0029,0730,0013, ,01579,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D07, ,D067B,UT,P,C,EYM , ,   ,CF, ,TRZ,UT,D, ,      ,0665,0023,0700,0052,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D07, ,EREGA,UT,P,C,EE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D25,EREGA,EREGA,UT,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,EREGA,TUVUR,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D25,EREGA,UREVE,UT,P,C,EE B,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D25,TRZ,TRZ,UT,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,TRZ,EREGA,UT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D25,TRZ,TUVUR,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D25,TRZ,UREVE,UT,P,C,EE B,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D25,TUVUR,TUVUR,UT,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D25,TUVUR,UREVE,UT,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D25, ,UREVE,UT,P,C,E  I, ,   ,IF, ,TRZ,UT,D, ,      ,0653,0104,    ,    ,+,03400,     ,08000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D25, ,IMZIQ,UT,P,C,E  F, ,   ,CF, ,TRZ,UT,D, ,      ,0653,0064,2450,0040, ,03000,     ,     , ,   ,    ,   ,TRZ,UT,D, , ,0, ,S;
APPCH:030,D,D25, ,EFGIG,UT,P,C,E  M, ,   ,CF, ,TRZ,UT,D, ,      ,0653,0020,2450,0044, ,01593,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D25, ,D253C,UT,P,C,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01593,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D25, ,EREGA,UT,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03400,     ,     ,-,195,    ,   , , , , , ,0, ,S;
RWY:RW07 ,+0140,      ,01014, ,    , ,   ;N37170167,E067173050,0000;
RWY:RW25 ,     ,      ,01028, ,INO ,1,   ;N37172823,E067192764,0000;
