SID:030,4,KUFI2A,RW08L,DAKZO,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KUFI2A,RW08R,TT116,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0759,0132,0760,0109,+,03500,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,KUFI2A,RW08R,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,4,KUFI2A,RW08R,DAKZO,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUFI2A, ,DAKZO,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,13000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,KUFI2A, ,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KUFI2A, ,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KUFI2A, ,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KUFI2A, ,TT221,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KUFI2A, ,TT246,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KUFI2A, ,TT247,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,KUFI2A, ,KUFIM,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,KUFI2C,RW26L,TT120,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2548,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,KUFI2C,RW26L,ANWAT,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,4,KUFI2C,RW26R,TT119,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2565,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,KUFI2C,RW26R,ANWAT,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,KUFI2C, ,ANWAT,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,KUFI2C, ,TT249,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KUFI2C, ,KUFIM,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
