SID:010,5,ODOR2C,RW26,TP306,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2866,0050,2560,0100,+,03500,     ,13000,-,210,    ,   ,UTTP,UT,P,A, , , , ;
SID:020,5,ODOR2C,RW26,WIKWI,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ODOR2C,RW26,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODOR2C,RW26,ODORI,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TISI2A,RW08,TP269,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0671,0170,0760,0088,+,03300,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,TISI2A,RW08,TT259,UT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,TISI2A,RW08,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05200,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,TISI2A,RW08,DAKZO,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TISI2A,RW08,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TISI2A,RW08,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:070,5,TISI2A,RW08,TT243,UT,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:080,5,TISI2A,RW08,TT250,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,TISI2A,RW08,TT251,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,TISI2A,RW08,TT252,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,TISI2A,RW08,TT253,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,TISI2A,RW08,TT254,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,TISI2A,RW08,TT255,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:140,5,TISI2A,RW08,TISIB,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TISI2C,RW26,TP306,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2866,0050,2560,0100,+,03500,     ,13000, ,   ,    ,   ,UTTP,UT,P,A, , , , ;
SID:020,5,TISI2C,RW26,ANWAT,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TISI2C,RW26,TT243,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05000,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,TISI2C,RW26,TT250,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TISI2C,RW26,TT251,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TISI2C,RW26,TT252,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TISI2C,RW26,TT253,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,TISI2C,RW26,TT254,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,TISI2C,RW26,TT255,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,TISI2C,RW26,TISIB,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
