STAR:010,2,DIKN2T,RW13,DIKNA,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,DIKN2T,RW13,RG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EVTE2Q,RW31,EVTEV,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,EVTE2Q,RW31,NU750,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EVTE2R,RW31,EVTEV,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,EVTE2R,RW31,NU,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EVTE2S,RW13,EVTEV,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,EVTE2S,RW13,NU753,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EVTE2T,RW13,EVTEV,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,EVTE2T,RW13,RG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,MAKI2Q,RW31,MAKIX,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,5,MAKI2Q,RW31,NU758,UT,P,C,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,MAKI2Q,RW31,NU750,UT,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MAKI2R,RW31,MAKIX,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,08000, ,   ,    ,   ,UTNU,UT,P,A, , , , ;
STAR:020,2,MAKI2R,RW31,NU,UT,P,N,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
